epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,12.3462,1.26181,3.17305,1.16573,0.05343,0.35886,0.0772,0.05313,1.18827,3.33714,1.06919,0.000411036,0.000411036,0.000411036
2,19.6673,1.3084,2.50617,1.17299,0.15589,0.11611,0.08734,0.05217,1.40921,2.74275,1.22212,0.000786731,0.000786731,0.000786731
3,27.0704,1.36823,2.38998,1.22026,0.39735,0.18396,0.1141,0.06602,1.36317,2.56135,1.16901,0.00112118,0.00112118,0.00112118
4,35.601,1.37844,2.29862,1.22319,0.13739,0.17908,0.10842,0.06884,1.38184,2.41981,1.18319,0.00106437,0.00106437,0.00106437
5,44.0246,1.35288,2.18194,1.20392,0.18025,0.19317,0.12033,0.07329,1.37046,2.50641,1.19428,0.0010025,0.0010025,0.0010025
6,52.1084,1.30978,2.05465,1.18405,0.19343,0.22681,0.1544,0.09942,1.31303,2.05653,1.16982,0.000940625,0.000940625,0.000940625
7,60.5395,1.29103,1.99089,1.1649,0.14417,0.19387,0.12134,0.07785,1.25911,2.45248,1.12529,0.00087875,0.00087875,0.00087875
8,68.3248,1.26164,1.94379,1.1615,0.17042,0.26605,0.14546,0.09269,1.24472,2.04543,1.10648,0.000816875,0.000816875,0.000816875
9,76.4438,1.20723,1.88765,1.13758,0.16671,0.2547,0.15227,0.10278,1.23584,1.97783,1.10878,0.000755,0.000755,0.000755
10,84.5254,1.19832,1.81737,1.13114,0.18965,0.24789,0.1661,0.11159,1.1903,2.02669,1.08296,0.000693125,0.000693125,0.000693125
11,113.039,1.16457,1.88731,1.09379,0.13423,0.29019,0.15115,0.0971,1.19331,2.18342,1.10046,0.00063125,0.00063125,0.00063125
12,121.197,1.12695,1.79259,1.09031,0.2299,0.25373,0.16694,0.11398,1.18843,1.95817,1.09298,0.000569375,0.000569375,0.000569375
13,128.9,1.12987,1.73111,1.08326,0.20548,0.28396,0.1696,0.11004,1.21998,1.92265,1.106,0.0005075,0.0005075,0.0005075
14,136.843,1.08185,1.65649,1.05109,0.16092,0.29646,0.17236,0.12046,1.1938,1.93198,1.08635,0.000445625,0.000445625,0.000445625
15,144.666,1.06365,1.61472,1.04124,0.20187,0.28839,0.18326,0.12744,1.13804,1.87516,1.06216,0.00038375,0.00038375,0.00038375
16,152.286,1.03573,1.56385,1.03226,0.27564,0.25785,0.18521,0.1269,1.10828,1.84972,1.0389,0.000321875,0.000321875,0.000321875
17,159.753,1.01659,1.52028,1.01418,0.27244,0.27234,0.19711,0.13976,1.09324,1.87717,1.03795,0.00026,0.00026,0.00026
18,167.574,0.98901,1.4594,1.00842,0.24122,0.30606,0.19406,0.13662,1.09668,1.82368,1.04045,0.000198125,0.000198125,0.000198125
19,175.704,0.96485,1.42167,0.99844,0.22917,0.25866,0.19414,0.13475,1.07825,1.7922,1.04089,0.00013625,0.00013625,0.00013625
20,182.898,0.94546,1.36845,0.99112,0.22916,0.2911,0.20248,0.14201,1.08894,1.7879,1.03927,7.4375e-05,7.4375e-05,7.4375e-05
